"","TransactionID","id_01","id_02","id_03","id_04","id_05","id_06","id_07","id_08","id_09","id_10","id_11","id_12","id_13","id_14","id_15","id_16","id_17","id_18","id_19","id_20","id_21","id_22","id_23","id_24","id_25","id_26","id_27","id_28","id_29","id_30","id_31","id_32","id_33","id_34","id_35","id_36","id_37","id_38","DeviceType","DeviceInfo"
"95",2987389,0,67872,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-420,"New","NotFound",166,NA,548,350,NA,NA,"",NA,NA,NA,"","New","NotFound","Mac","safari generic",24,"1440x900","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","MacOS"
"96",2987390,0,60309,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-300,"Found","Found",166,13,100,500,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_9_5","safari generic",24,"1280x800","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","MacOS"
"97",2987398,0,228519,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",20,NA,"New","NotFound",225,NA,153,563,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","LG-K500 Build/MMB29M"
"98",2987404,-5,78125,NA,NA,1,-1,NA,NA,NA,NA,100,"NotFound",49,-300,"New","NotFound",166,15,542,489,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 10.3.3","mobile safari 10.0",32,"2208x1242","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"99",2987405,-20,550210,NA,NA,0,-1,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,176,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"100",2987406,-5,117984,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-300,"New","NotFound",166,15,215,107,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 10.3.3","mobile safari 10.0",32,"2208x1242","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"101",2987408,-5,33717,0,0,0,0,NA,NA,0,0,100,"Found",49,-300,"Found","Found",166,15,215,107,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 10.3.3","mobile safari 10.0",32,"2208x1242","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"102",2987412,-5,501809,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,427,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"103",2987416,-5,90838,NA,NA,18,-24,NA,NA,NA,NA,100,"NotFound",49,-360,"New","NotFound",166,15,122,214,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 10.3.3","mobile safari 10.0",32,"2048x1536","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"104",2987425,-5,93353,5,0,2,0,NA,NA,5,0,100,"NotFound",49,-300,"Found","Found",166,NA,100,533,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 11.0.3","mobile safari 11.0",32,"2048x1536","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"105",2987429,-5,322536,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,266,417,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"106",2987433,-5,79743,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-480,"New","NotFound",166,NA,542,222,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2048x1536","match_status:1",TRUE,FALSE,FALSE,FALSE,"mobile","iOS Device"
"107",2987434,-5,78419,0,0,17,-24,NA,NA,0,0,100,"Found",49,-360,"Found","Found",166,15,122,214,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 10.3.3","mobile safari 10.0",32,"2048x1536","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"108",2987435,0,19650,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-360,"Found","Found",166,NA,312,333,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 14.0",24,"","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","Windows"
"109",2987437,-5,44192,NA,NA,1,0,NA,NA,NA,NA,100,"NotFound",49,-360,"New","NotFound",166,NA,193,333,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2048x1536","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"110",2987438,0,218932,NA,NA,-1,-10,NA,NA,NA,NA,100,"NotFound",20,NA,"New","NotFound",225,20,345,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari generic",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile",""
"111",2987439,0,131895,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,607,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","SM-P550 Build/MMB29M"
"112",2987443,-20,132040,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,266,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"113",2987446,-5,147093,NA,NA,0,0,NA,NA,0,0,96.4300003051758,"Found",52,-360,"New","NotFound",166,13,312,214,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 15.0",24,"1920x1080","match_status:0",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"114",2987449,0,60826,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-300,"New","NotFound",166,13,100,549,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"1334x750","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"115",2987455,0,81403,0,0,0,-1,NA,NA,0,0,100,"NotFound",NA,-420,"Found","Found",166,NA,542,153,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 14.0",24,"1280x1024","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","Windows"
"116",2987456,0,174602,0,0,0,0,NA,NA,0,0,100,"NotFound",20,NA,"Found","Found",225,NA,417,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 61.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","SM-J700M Build/MMB29K"
"117",2987457,0,73356,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-480,"Found","NotFound",166,NA,542,177,NA,NA,"",NA,NA,NA,"","Found","NotFound","Windows 7","ie 11.0 for desktop",24,"1920x1080","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","Trident/7.0"
"118",2987461,0,54951,0,0,0,0,NA,NA,0,0,100,"Found",NA,-480,"Found","Found",166,NA,542,222,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10.12","firefox 57.0",24,"1440x900","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","rv:57.0"
"119",2987462,0,41532,0,0,0,-1,NA,NA,0,0,100,"Found",NA,-420,"Found","Found",166,NA,542,153,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 14.0",24,"1280x1024","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","Windows"
"120",2987463,0,41731,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-360,"Found","Found",166,NA,400,146,NA,NA,"",NA,NA,NA,"","Found","Found","Android 7.0","chrome 62.0 for android",32,"2220x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","SM-G950U Build/NRD90M"
"121",2987465,-20,207020,NA,NA,NA,NA,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,266,638,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"122",2987466,-5,83002,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-300,"New","NotFound",166,NA,100,500,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"1334x750","match_status:1",TRUE,FALSE,FALSE,FALSE,"mobile","iOS Device"
"123",2987467,-40,36718,NA,NA,11,-10,NA,NA,NA,NA,100,"NotFound",18,-360,"New","NotFound",166,13,321,333,NA,NA,"",NA,NA,NA,"","New","NotFound","Android 7.0","samsung browser 6.2",32,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","SAMSUNG SM-G930T Build/NRD90M"
"124",2987469,-5,4300,NA,NA,0,0,NA,NA,NA,NA,100,"Found",49,-300,"New","NotFound",166,NA,215,533,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","chrome 62.0 for ios",32,"2048x1536","match_status:2",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"125",2987476,-10,389069,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,266,305,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"126",2987482,-5,14099,NA,NA,0,0,NA,NA,0,0,98.3199996948242,"NotFound",52,-360,"New","NotFound",166,NA,542,333,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"127",2987485,-5,345819,NA,NA,8,-17,NA,NA,NA,NA,100,"NotFound",49,-300,"New","NotFound",166,15,197,368,NA,NA,"",NA,NA,NA,"","New","NotFound","Mac OS X 10_10_5","safari generic",24,"1280x800","match_status:2",TRUE,FALSE,FALSE,TRUE,"desktop","MacOS"
"128",2987488,-5,282668,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,607,561,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"129",2987489,0,442736,NA,NA,1,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,153,325,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","Blade V6 Plus Build/MRA58K"
"130",2987490,-5,39966,NA,NA,10,-10,NA,NA,NA,NA,100,"NotFound",49,-360,"New","NotFound",166,13,321,214,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2208x1242","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"131",2987499,-20,236096,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"Found","NotFound",225,NA,427,563,NA,NA,"",NA,NA,NA,"","Found","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"132",2987501,0,157150,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,254,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"133",2987504,-5,78385,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,-480,"New","NotFound",166,NA,621,394,NA,NA,"",NA,NA,NA,"","New","NotFound","Windows 10","chrome 62.0",24,"1366x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"134",2987505,-5,311150,0,0,8,-17,NA,NA,0,0,100,"Found",49,-300,"Found","Found",166,15,197,368,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_10_5","safari generic",24,"1280x800","match_status:2",TRUE,FALSE,FALSE,TRUE,"desktop","MacOS"
"135",2987508,0,980093,0,0,0,-1,NA,NA,0,0,100,"Found",NA,-420,"Found","Found",166,NA,542,153,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 14.0",24,"1280x1024","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","Windows"
"136",2987514,-5,76228,0,0,0,0,NA,NA,0,0,100,"NotFound",49,-300,"Found","Found",166,NA,215,278,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_11_5","safari generic",24,"1280x800","match_status:2",TRUE,FALSE,TRUE,FALSE,"desktop","MacOS"
"137",2987515,0,85080,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-300,"Found","Found",166,15,100,533,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","ie 11.0 for tablet",24,"1366x768","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","Trident/7.0"
"138",2987517,-40,263724,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",18,NA,"New","NotFound",225,NA,266,565,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","BLL-L23 Build/HUAWEIBLL-L23"
"139",2987520,-5,169335,NA,NA,0,0,NA,NA,NA,NA,100,"Found",49,-480,"New","NotFound",166,NA,492,144,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 9.3.5","mobile safari 9.0",32,"2048x1536","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"140",2987521,0,4810,NA,NA,1,0,NA,NA,3,0,98.9100036621094,"NotFound",NA,-300,"New","NotFound",166,NA,410,181,NA,NA,"",NA,NA,NA,"","Found","Found","Android 5.1.1","chrome generic",32,"960x540","",TRUE,FALSE,TRUE,TRUE,"mobile","KYOCERA-C6742A Build/LMY47V"
"141",2987523,0,34872,1,0,1,0,NA,NA,1,0,100,"NotFound",NA,-360,"Found","Found",166,NA,312,272,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 11.1.2","mobile safari 11.0",32,"1334x750","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"142",2987524,0,117061,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-360,"New","NotFound",166,NA,325,611,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"1334x750","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"143",2987528,0,118380,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-300,"New","NotFound",166,NA,312,484,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2048x1536","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"144",2987529,0,24562,1,0,2,0,NA,NA,1,0,100,"Found",NA,-360,"Found","Found",166,NA,312,272,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 11.1.2","mobile safari 11.0",32,"1334x750","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"145",2987531,0,102195,1,0,1,0,NA,NA,1,0,100,"Found",NA,-360,"Found","Found",166,NA,312,272,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 11.1.2","mobile safari 11.0",32,"1334x750","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"146",2987532,-5,67684,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-540,"New","NotFound",166,NA,536,568,NA,NA,"",NA,NA,NA,"","New","NotFound","Mac OS X 10_10_5","safari generic",24,"1440x900","match_status:2",TRUE,FALSE,FALSE,TRUE,"desktop","MacOS"
"147",2987535,-5,379937,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,153,563,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"148",2987543,-5,150961,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,-420,"New","NotFound",166,NA,492,266,NA,NA,"",NA,NA,NA,"","New","NotFound","Windows 10","firefox 57.0",24,"1366x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"149",2987544,-5,189878,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-300,"New","NotFound",166,13,397,533,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2732x2048","match_status:1",TRUE,FALSE,FALSE,FALSE,"mobile","iOS Device"
"150",2987547,-5,232944,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,254,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"151",2987550,-20,177016,NA,NA,-10,-32,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,18,266,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"152",2987551,0,216911,0,0,5,-6,NA,NA,0,0,100,"NotFound",20,NA,"Found","Found",225,15,417,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","F3113 Build/33.2.A.4.70"
"153",2987552,0,148449,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-300,"Found","NotFound",166,NA,390,549,NA,NA,"",NA,NA,NA,"","Found","NotFound","Windows 7","ie 11.0 for desktop",24,"1600x900","match_status:2",TRUE,TRUE,TRUE,TRUE,"desktop","Trident/7.0"
"154",2987553,-20,183306,NA,NA,7,-32,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,15,266,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 10.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"155",2987555,-5,144468,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-420,"New","NotFound",166,NA,621,225,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2208x1242","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"156",2987556,-5,605110,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,427,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"157",2987558,-5,81677,0,0,0,-5,NA,NA,0,0,100,"NotFound",49,-300,"Found","Found",166,NA,669,484,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 11.1.2","mobile safari generic",32,"2436x1125","match_status:2",TRUE,FALSE,TRUE,FALSE,"mobile","iOS Device"
"158",2987560,-5,455159,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,427,563,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"159",2987563,-5,51562,NA,NA,2,0,NA,NA,NA,NA,100,"NotFound",52,-300,"New","NotFound",166,NA,390,107,NA,NA,"",NA,NA,NA,"","New","NotFound","Windows 10","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"160",2987571,-5,115778,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,427,325,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"161",2987576,-5,27791,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-360,"New","NotFound",166,NA,307,333,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari generic",32,"1334x750","match_status:2",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"162",2987577,-5,231491,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,153,325,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"163",2987579,0,128293,0,0,-1,-100,NA,NA,0,0,100,"NotFound",NA,NA,"Found","Found",225,15,266,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","D5306 Build/19.4.A.0.182"
"164",2987582,-5,69643,NA,NA,2,-25,NA,NA,0,0,94.120002746582,"NotFound",52,-300,"New","NotFound",166,12,410,144,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"165",2987584,-5,590528,NA,NA,0,-6,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,254,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"166",2987585,-5,89438,NA,NA,0,0,NA,NA,0,0,94.1999969482422,"NotFound",52,-600,"New","NotFound",166,NA,393,216,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 15.0",24,"1366x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"167",2987590,-5,73022,0,0,0,-6,NA,NA,0,0,100,"NotFound",52,-300,"Found","Found",166,13,633,600,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","chrome 62.0",24,"1920x1200","match_status:2",TRUE,FALSE,TRUE,FALSE,"desktop","Windows"
"168",2987592,-5,571266,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,15,427,563,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"169",2987596,-5,63697,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,427,325,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"170",2987598,-5,188557,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,266,565,NA,NA,"",NA,NA,NA,"","New","NotFound","","ie 11.0 for desktop",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Trident/7.0"
"171",2987601,-5,67756,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-300,"New","NotFound",166,NA,621,500,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2048x1536","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"172",2987602,-5,2623,0,0,2,-25,NA,NA,0,0,100,"NotFound",52,-300,"Found","Found",166,12,410,144,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"173",2987603,-5,73978,0,0,1,-25,NA,NA,0,0,100,"Found",52,-300,"Found","Found",166,12,410,144,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"174",2987605,-5,8652,0,0,0,0,NA,NA,0,0,100,"NotFound",52,-300,"Found","Found",166,NA,529,161,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","chrome 62.0",24,"1920x1080","match_status:1",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"175",2987607,-5,592076,1,0,0,0,NA,NA,1,0,100,"NotFound",52,NA,"Found","Found",225,NA,266,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"176",2987608,0,3927,0,0,1,0,NA,NA,3,0,100,"Found",NA,-300,"Found","Found",166,NA,410,181,NA,NA,"",NA,NA,NA,"","Found","Found","Android 5.1.1","chrome generic",32,"960x540","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","KYOCERA-C6742A Build/LMY47V"
"177",2987610,0,14143,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",41,-300,"New","NotFound",166,NA,307,597,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 10.3.3","mobile safari 10.0",32,"2048x1536","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"178",2987612,-30,214959,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,427,325,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"179",2987613,-5,244198,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,266,417,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 61.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"180",2987617,0,208578,NA,NA,0,-8,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,266,139,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","M4 SS4457 Build/MRA58K"
"181",2987618,-30,101802,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,427,325,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"182",2987620,0,9297,0,0,0,-9,NA,NA,0,0,100,"NotFound",NA,-300,"Found","Found",166,15,100,549,NA,NA,"",NA,NA,NA,"","Found","Found","Android 7.0","chrome 62.0 for android",32,"","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","SM-G955U Build/NRD90M"
"183",2987621,0,94260,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-360,"Found","Found",166,NA,216,214,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_11_6","safari generic",24,"1440x900","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","MacOS"
"184",2987623,-5,578194,0,0,0,-5,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"185",2987625,0,151395,NA,NA,-8,-49,NA,NA,NA,NA,100,"NotFound",20,NA,"New","NotFound",225,15,384,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","other",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","SM-G610M Build/MMB29K"
"186",2987630,-25,59967,NA,NA,1,-12,NA,NA,NA,NA,100,"NotFound",63,NA,"Unknown","",225,NA,176,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","firefox 57.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"desktop","Windows"
"187",2987633,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NotFound",14,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",""
"188",2987635,-5,75095,0,0,0,0,NA,NA,0,0,100,"Found",52,-300,"Found","Found",166,NA,418,161,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
